,season,round,circuit_id,driver,nationality,constructor,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,qualifying_time_diff
1715,2019,5,catalunya,max_verstappen,Dutch,red_bull,4,3,51,0,4,64,0,3,0.9509999999999934,21,0.08500000000000796
1717,2019,5,catalunya,leclerc,Monegasque,ferrari,5,5,47,0,5,99,0,2,1.181999999999988,21,0.23099999999999454
1718,2019,5,catalunya,gasly,French,red_bull,6,6,13,0,7,64,0,3,1.3019999999999925,23,0.12000000000000455
1722,2019,5,catalunya,grosjean,French,haas,7,10,0,0,18,8,0,8,1.5049999999999955,33,0.20300000000000296
1719,2019,5,catalunya,kevin_magnussen,Danish,haas,8,7,8,0,10,8,0,8,1.5159999999999911,26,0.01099999999999568
1721,2019,5,catalunya,kvyat,Russian,toro_rosso,9,9,1,0,16,4,0,9,2.1670000000000016,25,0.6510000000000105
1731,2019,5,catalunya,norris,British,mclaren,10,20,12,0,9,18,0,4,1.931999999999988,19,-0.23500000000001364
1723,2019,5,catalunya,albon,Thai,toro_rosso,11,11,3,0,15,4,0,9,2.0389999999999873,23,0.10699999999999932
1720,2019,5,catalunya,sainz,Spanish,mclaren,12,8,6,0,12,18,0,4,2.192999999999998,24,0.15400000000001057
1724,2019,5,catalunya,ricciardo,Australian,renault,13,12,6,0,13,12,0,7,2.6999999999999886,29,0.5069999999999908
1725,2019,5,catalunya,raikkonen,Finnish,alfa,14,14,13,0,8,13,0,6,2.381999999999991,39,-0.31799999999999784
1726,2019,5,catalunya,perez,Mexican,racing_point,15,15,13,0,6,17,0,5,2.4799999999999898,29,0.09799999999999898
1730,2019,5,catalunya,stroll,Canadian,racing_point,16,19,4,0,14,17,0,5,3.0649999999999977,20,0.585000000000008
1729,2019,5,catalunya,kubica,Polish,williams,17,18,0,0,20,0,0,10,4.847999999999999,34,1.7830000000000013
1727,2019,5,catalunya,giovinazzi,Italian,alfa,18,16,0,0,17,13,0,6,3.2579999999999956,25,-1.5900000000000034
1728,2019,5,catalunya,russell,British,williams,19,17,0,0,19,0,0,10,3.665999999999997,21,0.40800000000000125
1732,2019,6,monaco,hamilton,British,mercedes,1,1,112,3,1,217,5,1,0.0,34,
1734,2019,6,monaco,bottas,Finnish,mercedes,2,3,105,2,2,217,5,1,0.08599999999999852,29,0.08599999999999852
1735,2019,6,monaco,max_verstappen,Dutch,red_bull,3,4,66,0,3,87,0,3,0.4750000000000085,21,0.38900000000001
1733,2019,6,monaco,vettel,German,ferrari,4,2,64,0,4,121,0,2,0.7810000000000059,31,0.3059999999999974
1745,2019,6,monaco,kevin_magnussen,Danish,haas,5,14,14,0,7,15,0,6,0.9429999999999978,26,0.16199999999999193
1740,2019,6,monaco,ricciardo,Australian,renault,6,9,6,0,12,12,0,8,1.0520000000000067,29,0.10900000000000887
1738,2019,6,monaco,kvyat,Russian,toro_rosso,7,7,3,0,16,6,0,9,1.105000000000004,25,0.05299999999999727
1736,2019,6,monaco,gasly,French,red_bull,8,5,21,0,6,87,0,3,0.875,23,-0.23000000000000398
1737,2019,6,monaco,sainz,Spanish,mclaren,9,6,10,0,11,22,0,4,1.2510000000000048,24,0.3760000000000048
1739,2019,6,monaco,albon,Thai,toro_rosso,10,8,3,0,15,6,0,9,1.487000000000009,23,0.2360000000000042
1744,2019,6,monaco,hulkenberg,German,renault,11,13,6,0,13,12,0,8,1.5040000000000049,31,0.016999999999995907
1742,2019,6,monaco,norris,British,mclaren,12,11,12,0,10,22,0,4,1.558000000000007,19,0.054000000000002046
1741,2019,6,monaco,grosjean,French,haas,13,10,1,0,17,15,0,6,1.8610000000000042,33,0.30299999999999727
1748,2019,6,monaco,raikkonen,Finnish,alfa,14,17,13,0,9,13,0,7,1.948999999999998,39,0.08799999999999386
1751,2019,6,monaco,leclerc,Monegasque,ferrari,15,20,57,0,5,121,0,2,1.983000000000004,21,0.034000000000006025
1743,2019,6,monaco,perez,Mexican,racing_point,16,12,13,0,8,17,0,5,2.0670000000000073,29,0.08400000000000318
1747,2019,6,monaco,stroll,Canadian,racing_point,17,16,4,0,14,17,0,5,2.680000000000007,20,0.6129999999999995
1750,2019,6,monaco,giovinazzi,Italian,alfa,18,19,0,0,18,13,0,7,2.0190000000000055,25,-0.6610000000000014
1746,2019,6,monaco,russell,British,williams,19,15,0,0,19,0,0,10,3.311000000000007,21,1.2920000000000016
1749,2019,6,monaco,kubica,Polish,williams,20,18,0,0,20,0,0,10,3.585000000000008,34,0.2740000000000009
1753,2019,7,villeneuve,vettel,German,ferrari,1,2,82,0,3,139,0,2,0.0,31,
1752,2019,7,villeneuve,hamilton,British,mercedes,2,1,137,4,1,257,6,1,0.20600000000000307,34,0.20600000000000307
1754,2019,7,villeneuve,leclerc,Monegasque,ferrari,3,3,57,0,5,139,0,2,0.6800000000000068,21,0.47400000000000375
1757,2019,7,villeneuve,ricciardo,Australian,renault,4,6,8,0,13,14,0,8,0.8310000000000031,29,0.15099999999999625
1759,2019,7,villeneuve,gasly,French,red_bull,5,8,32,0,6,110,0,3,0.8390000000000128,23,0.008000000000009777
1755,2019,7,villeneuve,bottas,Finnish,mercedes,6,4,120,2,2,257,6,1,0.8610000000000042,29,0.02199999999999136
1758,2019,7,villeneuve,hulkenberg,German,renault,7,7,6,0,15,14,0,8,1.0840000000000032,31,0.22299999999999898
1770,2019,7,villeneuve,norris,British,mclaren,8,20,12,0,11,30,0,4,1.6230000000000047,19,0.5390000000000015
1756,2019,7,villeneuve,max_verstappen,Dutch,red_bull,9,5,78,0,4,110,0,3,1.5600000000000023,21,-0.06300000000000239
1761,2019,7,villeneuve,kvyat,Russian,toro_rosso,10,10,9,0,12,16,0,7,1.6809999999999974,25,0.12099999999999511
1762,2019,7,villeneuve,sainz,Spanish,mclaren,11,11,18,0,7,30,0,4,3.7409999999999997,24,2.0600000000000023
1764,2019,7,villeneuve,giovinazzi,Italian,alfa,12,13,0,0,18,13,0,9,1.8960000000000008,25,-1.8449999999999989
1769,2019,7,villeneuve,albon,Thai,toro_rosso,13,19,7,0,14,16,0,7,1.953000000000003,23,0.05700000000000216
1763,2019,7,villeneuve,perez,Mexican,racing_point,15,12,13,0,9,17,0,5,1.9570000000000078,29,0.0040000000000048885
1766,2019,7,villeneuve,raikkonen,Finnish,alfa,16,15,13,0,10,13,0,9,1.990000000000009,39,0.03300000000000125
1760,2019,7,villeneuve,stroll,Canadian,racing_point,17,9,4,0,16,17,0,5,2.0260000000000105,20,0.036000000000001364
1767,2019,7,villeneuve,russell,British,williams,18,16,0,0,19,0,0,10,3.3770000000000095,21,1.350999999999999
1768,2019,7,villeneuve,kubica,Polish,williams,19,18,0,0,20,0,0,10,4.153000000000006,34,0.7759999999999962
1771,2019,8,ricard,hamilton,British,mercedes,1,1,162,5,1,295,7,1,0.0,34,
1772,2019,8,ricard,bottas,Finnish,mercedes,2,2,133,2,2,295,7,1,0.28600000000000136,29,0.28600000000000136
1773,2019,8,ricard,leclerc,Monegasque,ferrari,3,3,72,0,5,172,0,2,0.6460000000000008,21,0.35999999999999943
1774,2019,8,ricard,max_verstappen,Dutch,red_bull,4,4,88,0,4,124,0,3,1.0899999999999892,21,0.4439999999999884
1779,2019,8,ricard,norris,British,mclaren,5,9,12,0,12,30,0,4,1.0990000000000038,19,0.009000000000014552
1776,2019,8,ricard,sainz,Spanish,mclaren,6,6,18,0,7,30,0,4,1.2029999999999887,24,0.103999999999985
1775,2019,8,ricard,vettel,German,ferrari,7,5,100,0,3,172,0,2,1.480000000000004,31,0.27700000000001523
1781,2019,8,ricard,ricciardo,Australian,renault,8,11,16,0,8,28,0,5,1.5990000000000038,29,0.11899999999999977
1780,2019,8,ricard,gasly,French,red_bull,9,10,36,0,6,124,0,3,1.8649999999999949,23,0.26599999999999113
1786,2019,8,ricard,giovinazzi,Italian,alfa,10,16,0,0,18,13,0,9,5.100999999999999,25,3.236000000000004
1785,2019,8,ricard,albon,Thai,toro_rosso,11,15,7,0,15,17,0,7,2.141999999999996,23,-2.959000000000003
1777,2019,8,ricard,raikkonen,Finnish,alfa,12,7,13,0,11,13,0,9,2.2139999999999986,39,0.07200000000000273
1778,2019,8,ricard,hulkenberg,German,renault,13,8,12,0,13,28,0,5,2.2249999999999943,31,0.01099999999999568
1782,2019,8,ricard,perez,Mexican,racing_point,14,12,13,0,10,19,0,6,2.418999999999997,29,0.19400000000000261
1787,2019,8,ricard,kevin_magnussen,Danish,haas,15,17,14,0,9,16,0,8,3.120999999999995,26,0.7019999999999982
1790,2019,8,ricard,grosjean,French,haas,16,20,2,0,17,16,0,8,3.307000000000002,33,0.18600000000000705
1783,2019,8,ricard,stroll,Canadian,racing_point,17,13,6,0,16,19,0,6,3.4069999999999965,20,0.09999999999999432
1788,2019,8,ricard,kubica,Polish,williams,18,18,0,0,20,0,0,10,4.885999999999996,34,1.4789999999999992
1784,2019,8,ricard,kvyat,Russian,toro_rosso,19,14,10,0,14,17,0,7,3.2449999999999903,25,-1.6410000000000053
1789,2019,8,ricard,russell,British,williams,20,19,0,0,19,0,0,10,4.469999999999999,21,1.2250000000000085
1792,2019,9,red_bull_ring,leclerc,Monegasque,ferrari,1,2,87,0,5,198,0,2,0.0,21,
1791,2019,9,red_bull_ring,max_verstappen,Dutch,red_bull,2,1,100,0,4,137,0,3,0.43599999999999994,21,0.43599999999999994
1793,2019,9,red_bull_ring,bottas,Finnish,mercedes,3,3,151,2,2,338,8,1,0.5339999999999989,29,0.09799999999999898
1795,2019,9,red_bull_ring,hamilton,British,mercedes,4,5,187,6,1,338,8,1,0.25900000000000034,34,-0.2749999999999986
1796,2019,9,red_bull_ring,norris,British,mclaren,5,6,14,0,12,40,0,4,1.0960000000000036,19,0.8370000000000033
1799,2019,9,red_bull_ring,raikkonen,Finnish,alfa,6,9,19,0,8,19,0,7,1.1629999999999967,39,0.06699999999999307
1800,2019,9,red_bull_ring,giovinazzi,Italian,alfa,7,10,0,0,18,19,0,7,1.176000000000002,25,0.01300000000000523
1797,2019,9,red_bull_ring,gasly,French,red_bull,8,7,37,0,6,137,0,3,1.195999999999998,23,0.01999999999999602
1808,2019,9,red_bull_ring,kevin_magnussen,Danish,haas,10,19,14,0,11,16,0,9,1.0690000000000026,26,-0.12699999999999534
1806,2019,9,red_bull_ring,grosjean,French,haas,11,16,2,0,17,16,0,9,1.4869999999999948,33,0.41799999999999216
1802,2019,9,red_bull_ring,ricciardo,Australian,renault,12,12,16,0,9,32,0,5,1.7870000000000061,29,0.30000000000001137
1801,2019,9,red_bull_ring,perez,Mexican,racing_point,13,11,13,0,13,19,0,6,1.7860000000000014,29,-0.0010000000000047748
1804,2019,9,red_bull_ring,stroll,Canadian,racing_point,14,14,6,0,16,19,0,6,1.8289999999999935,20,0.042999999999992156
1803,2019,9,red_bull_ring,hulkenberg,German,renault,15,13,16,0,10,32,0,5,1.5130000000000052,31,-0.3159999999999883
1807,2019,9,red_bull_ring,kvyat,Russian,toro_rosso,16,17,10,0,14,17,0,8,2.320999999999998,25,0.8079999999999927
1809,2019,9,red_bull_ring,kubica,Polish,williams,17,20,0,0,20,0,0,10,3.203000000000003,34,0.882000000000005
1805,2019,9,red_bull_ring,albon,Thai,toro_rosso,18,15,7,0,15,17,0,8,1.6620000000000061,23,-1.5409999999999968
1798,2019,9,red_bull_ring,sainz,Spanish,mclaren,19,8,26,0,7,40,0,4,10.597999999999999,24,8.935999999999993
1811,2019,10,silverstone,bottas,Finnish,mercedes,1,2,166,2,2,363,8,1,0.0,29,
1810,2019,10,silverstone,hamilton,British,mercedes,2,1,197,6,1,363,8,1,0.006000000000000227,34,0.006000000000000227
1812,2019,10,silverstone,leclerc,Monegasque,ferrari,3,3,105,0,5,228,0,2,0.07899999999999352,21,0.07299999999999329
1814,2019,10,silverstone,max_verstappen,Dutch,red_bull,4,5,126,1,3,169,1,3,0.18299999999999272,21,0.1039999999999992
1813,2019,10,silverstone,gasly,French,red_bull,5,4,43,0,6,169,1,3,0.4969999999999999,23,0.31400000000000716
1825,2019,10,silverstone,vettel,German,ferrari,6,16,123,0,4,228,0,2,0.6940000000000026,32,0.19700000000000273
1816,2019,10,silverstone,ricciardo,Australian,renault,7,7,16,0,10,32,0,5,1.0889999999999986,30,0.394999999999996
1820,2019,10,silverstone,norris,British,mclaren,8,11,22,0,8,52,0,4,1.1310000000000002,19,0.04200000000000159
1821,2019,10,silverstone,albon,Thai,toro_rosso,9,12,7,0,15,17,0,8,1.2519999999999953,23,0.12099999999999511
1819,2019,10,silverstone,hulkenberg,German,renault,10,10,16,0,11,32,0,5,1.2929999999999922,31,0.04099999999999682
1827,2019,10,silverstone,giovinazzi,Italian,alfa,11,18,1,0,18,22,0,6,1.426000000000002,25,0.13300000000000978
1817,2019,10,silverstone,raikkonen,Finnish,alfa,12,8,21,0,9,22,0,6,1.4529999999999887,39,0.026999999999986812
1815,2019,10,silverstone,sainz,Spanish,mclaren,13,6,30,0,7,52,0,4,1.4849999999999994,24,0.03200000000001069
1828,2019,10,silverstone,grosjean,French,haas,14,19,2,0,17,16,0,9,1.6640000000000015,33,0.17900000000000205
1826,2019,10,silverstone,perez,Mexican,racing_point,15,17,13,0,13,19,0,7,1.8349999999999937,29,0.17099999999999227
1829,2019,10,silverstone,kevin_magnussen,Danish,haas,16,20,14,0,12,16,0,9,1.5690000000000026,26,-0.26599999999999113
1818,2019,10,silverstone,kvyat,Russian,toro_rosso,17,9,10,0,14,17,0,8,1.6280000000000001,25,0.0589999999999975
1822,2019,10,silverstone,stroll,Canadian,racing_point,18,13,6,0,16,19,0,7,1.668999999999997,20,0.04099999999999682
1823,2019,10,silverstone,russell,British,williams,19,14,0,0,19,0,0,10,2.695999999999998,21,1.027000000000001
1824,2019,10,silverstone,kubica,Polish,williams,20,15,0,0,20,0,0,10,3.1640000000000015,34,0.4680000000000035
1838,2019,11,hockenheimring,hamilton,British,mercedes,1,9,223,7,1,407,9,1,0.0,34,
1830,2019,11,hockenheimring,max_verstappen,Dutch,red_bull,2,1,136,1,3,191,1,3,0.34600000000000364,21,0.34600000000000364
1844,2019,11,hockenheimring,bottas,Finnish,mercedes,3,15,184,2,2,407,9,1,0.362000000000009,29,0.016000000000005343
1843,2019,11,hockenheimring,gasly,French,red_bull,4,14,55,0,6,191,1,3,0.7550000000000097,23,0.3930000000000007
1841,2019,11,hockenheimring,raikkonen,Finnish,alfa,5,12,25,0,8,26,0,6,0.7710000000000008,39,0.015999999999991132
1836,2019,11,hockenheimring,grosjean,French,haas,6,7,2,0,17,16,0,9,1.0840000000000032,33,0.3130000000000024
1834,2019,11,hockenheimring,sainz,Spanish,mclaren,7,5,38,0,7,60,0,4,1.1300000000000097,24,0.04600000000000648
1849,2019,11,hockenheimring,perez,Mexican,racing_point,8,20,13,0,13,19,0,7,1.2980000000000018,29,0.16799999999999216
1845,2019,11,hockenheimring,hulkenberg,German,renault,9,16,17,0,11,39,0,5,1.3590000000000089,31,0.06100000000000705
1842,2019,11,hockenheimring,giovinazzi,Italian,alfa,11,13,1,0,18,26,0,6,1.0190000000000055,25,-0.3400000000000034
1837,2019,11,hockenheimring,kevin_magnussen,Danish,haas,12,8,14,0,12,16,0,9,1.0220000000000056,26,0.0030000000000001137
1848,2019,11,hockenheimring,ricciardo,Australian,renault,13,19,22,0,10,39,0,5,1.0320000000000107,30,0.010000000000005116
1832,2019,11,hockenheimring,kvyat,Russian,toro_rosso,14,3,12,0,14,19,0,8,1.3680000000000092,25,0.3359999999999985
1833,2019,11,hockenheimring,stroll,Canadian,racing_point,15,4,6,0,16,19,0,7,1.683000000000007,20,0.3149999999999977
1835,2019,11,hockenheimring,albon,Thai,toro_rosso,16,6,7,0,15,19,0,8,1.6940000000000026,23,0.01099999999999568
1840,2019,11,hockenheimring,russell,British,williams,17,11,0,0,19,0,0,10,2.9540000000000077,21,1.2600000000000051
1839,2019,11,hockenheimring,kubica,Polish,williams,18,10,0,0,20,0,0,10,3.0720000000000027,34,0.117999999999995
1847,2019,11,hockenheimring,norris,British,mclaren,19,18,22,0,9,60,0,4,1.5660000000000025,19,-1.5060000000000002
1851,2019,12,hungaroring,max_verstappen,Dutch,red_bull,1,2,162,2,3,217,2,3,0.0,21,
1857,2019,12,hungaroring,bottas,Finnish,mercedes,2,8,184,2,2,409,9,1,0.018000000000000682,29,0.018000000000000682
1850,2019,12,hungaroring,hamilton,British,mercedes,3,1,225,7,1,409,9,1,0.19700000000000273,34,0.17900000000000205
1853,2019,12,hungaroring,leclerc,Monegasque,ferrari,4,4,120,0,5,261,0,2,0.47100000000000364,21,0.2740000000000009
1852,2019,12,hungaroring,vettel,German,ferrari,5,3,141,0,4,261,0,2,0.4989999999999952,32,0.027999999999991587
1855,2019,12,hungaroring,gasly,French,red_bull,6,6,55,0,6,217,2,3,0.8780000000000001,23,0.3790000000000049
1858,2019,12,hungaroring,norris,British,mclaren,7,9,22,0,10,70,0,4,1.2279999999999944,19,0.3499999999999943
1854,2019,12,hungaroring,sainz,Spanish,mclaren,8,5,48,0,7,70,0,4,1.2800000000000011,24,0.05200000000000671
1869,2019,12,hungaroring,grosjean,French,haas,9,20,8,0,17,26,0,8,1.4410000000000025,33,0.16100000000000136
1856,2019,12,hungaroring,raikkonen,Finnish,alfa,10,7,25,0,9,26,0,9,1.468999999999994,39,0.027999999999991587
1861,2019,12,hungaroring,hulkenberg,German,renault,11,12,17,0,14,39,0,6,1.992999999999995,31,0.5240000000000009
1859,2019,12,hungaroring,albon,Thai,toro_rosso,12,10,15,0,15,42,0,5,2.114999999999995,23,0.12199999999999989
1864,2019,12,hungaroring,kvyat,Russian,toro_rosso,13,15,27,0,8,42,0,5,2.1200000000000045,25,0.005000000000009663
1862,2019,12,hungaroring,kevin_magnussen,Danish,haas,14,13,18,0,13,26,0,8,2.5090000000000003,26,0.3889999999999958
1865,2019,12,hungaroring,russell,British,williams,15,16,0,0,20,1,0,10,2.459000000000003,21,-0.04999999999999716
1860,2019,12,hungaroring,perez,Mexican,racing_point,16,11,13,0,16,31,0,7,2.537000000000006,29,0.07800000000000296
1867,2019,12,hungaroring,giovinazzi,Italian,alfa,17,18,1,0,18,26,0,9,2.2319999999999993,25,-0.3050000000000068
1866,2019,12,hungaroring,stroll,Canadian,racing_point,18,17,18,0,12,31,0,7,2.969999999999999,20,0.7379999999999995
1868,2019,12,hungaroring,kubica,Polish,williams,19,19,1,0,19,1,0,10,3.7519999999999953,34,0.7819999999999965
1863,2019,12,hungaroring,ricciardo,Australian,renault,20,14,22,0,11,39,0,6,2.6850000000000023,30,-1.066999999999993
1870,2019,13,spa,leclerc,Monegasque,ferrari,1,1,132,0,5,288,0,2,0.0,21,
1873,2019,13,spa,vettel,German,ferrari,2,4,156,0,4,288,0,2,0.7479999999999905,32,0.7479999999999905
1871,2019,13,spa,hamilton,British,mercedes,3,2,250,8,1,438,10,1,0.762999999999991,34,0.015000000000000568
1872,2019,13,spa,bottas,Finnish,mercedes,4,3,188,2,2,438,10,1,0.8959999999999866,30,0.13299999999999557
1888,2019,13,spa,max_verstappen,Dutch,red_bull,5,20,181,2,3,244,2,3,1.1709999999999923,21,0.2750000000000057
1885,2019,13,spa,raikkonen,Finnish,alfa,6,16,31,0,8,32,0,7,2.0379999999999967,39,0.8670000000000044
1875,2019,13,spa,perez,Mexican,racing_point,7,6,13,0,16,31,0,8,2.1869999999999976,29,0.1490000000000009
1881,2019,13,spa,kevin_magnussen,Danish,haas,8,12,18,0,13,26,0,9,2.566999999999993,26,0.37999999999999545
1882,2019,13,spa,grosjean,French,haas,9,13,8,0,17,26,0,9,2.2779999999999916,33,-0.2890000000000015
1883,2019,13,spa,ricciardo,Australian,renault,10,14,22,0,11,39,0,6,1.7379999999999995,30,-0.539999999999992
1880,2019,13,spa,norris,British,mclaren,11,11,24,0,10,82,0,4,2.328000000000003,19,0.5900000000000034
1877,2019,13,spa,hulkenberg,German,renault,12,8,17,0,14,39,0,6,2.022999999999996,32,-0.3050000000000068
1878,2019,13,spa,gasly,French,toro_rosso,13,9,63,0,6,43,0,5,3.915999999999997,23,1.8930000000000007
1884,2019,13,spa,russell,British,williams,14,15,0,0,20,1,0,10,5.028999999999996,21,1.1129999999999995
1887,2019,13,spa,sainz,Spanish,mclaren,15,19,58,0,7,82,0,4,3.9879999999999995,25,-1.0409999999999968
1879,2019,13,spa,stroll,Canadian,racing_point,16,10,18,0,12,31,0,8,2.5279999999999916,20,-1.460000000000008
1874,2019,13,spa,albon,Thai,red_bull,17,5,16,0,15,244,2,3,3.280000000000001,23,0.7520000000000095
1876,2019,13,spa,kvyat,Russian,toro_rosso,19,7,27,0,9,43,0,5,3.9989999999999952,25,0.7189999999999941
1889,2019,14,monza,leclerc,Monegasque,ferrari,1,1,157,1,5,326,1,2,0.0,21,
1891,2019,14,monza,hamilton,British,mercedes,2,3,268,8,1,471,10,1,0.03900000000000148,34,0.03900000000000148
1890,2019,14,monza,bottas,Finnish,mercedes,3,2,203,2,2,471,10,1,0.046999999999997044,30,0.007999999999995566
1901,2019,14,monza,vettel,German,ferrari,4,13,169,0,4,326,1,2,0.14999999999999147,32,0.10299999999999443
1892,2019,14,monza,ricciardo,Australian,renault,5,4,22,0,12,43,0,6,0.5319999999999965,30,0.382000000000005
1893,2019,14,monza,hulkenberg,German,renault,6,5,21,0,14,43,0,6,0.7420000000000044,32,0.21000000000000796
1907,2019,14,monza,sainz,Spanish,mclaren,7,20,58,0,7,82,0,4,1.1479999999999961,25,0.4059999999999917
1897,2019,14,monza,giovinazzi,Italian,alfa,10,9,1,0,18,32,0,8,1.2099999999999937,25,0.06199999999999761
1905,2019,14,monza,kevin_magnussen,Danish,haas,11,18,18,0,16,26,0,9,1.3079999999999927,26,0.09799999999999898
1906,2019,14,monza,kvyat,Russian,toro_rosso,12,19,33,0,8,51,0,5,1.3229999999999933,25,0.015000000000000568
1903,2019,14,monza,grosjean,French,haas,13,16,8,0,17,26,0,9,1.4769999999999897,33,0.15399999999999636
1902,2019,14,monza,russell,British,williams,14,14,0,0,20,1,0,10,2.492999999999995,21,1.0160000000000053
1904,2019,14,monza,kubica,Polish,williams,15,17,1,0,19,1,0,10,3.0489999999999924,34,0.5559999999999974
1898,2019,14,monza,norris,British,mclaren,16,10,24,0,11,82,0,4,1.7609999999999957,19,-1.2879999999999967
1899,2019,14,monza,gasly,French,toro_rosso,17,11,65,0,6,51,0,5,1.8179999999999978,23,0.05700000000000216
1895,2019,14,monza,perez,Mexican,racing_point,18,7,21,0,13,40,0,7,1.9839999999999947,29,0.16599999999999682
1909,2019,15,marina_bay,leclerc,Monegasque,ferrari,1,2,182,2,4,351,2,2,0.0,21,
1911,2019,15,marina_bay,hamilton,British,mercedes,2,4,284,8,1,505,10,1,0.1910000000000025,34,0.1910000000000025
1908,2019,15,marina_bay,vettel,German,ferrari,3,1,169,0,5,351,2,2,0.21999999999999886,32,0.028999999999996362
1910,2019,15,marina_bay,max_verstappen,Dutch,red_bull,4,3,185,2,3,266,2,3,0.5960000000000036,21,0.3760000000000048
1912,2019,15,marina_bay,bottas,Finnish,mercedes,5,5,221,2,2,505,10,1,0.929000000000002,30,0.3329999999999984
1913,2019,15,marina_bay,albon,Thai,red_bull,6,6,34,0,9,266,2,3,1.1940000000000026,23,0.26500000000000057
1919,2019,15,marina_bay,sainz,Spanish,mclaren,7,12,58,0,7,83,0,4,1.600999999999999,25,0.4069999999999965
1916,2019,15,marina_bay,hulkenberg,German,renault,8,9,31,0,11,65,0,5,2.0470000000000113,32,0.44600000000001216
1914,2019,15,marina_bay,norris,British,mclaren,9,7,25,0,14,83,0,4,2.112000000000009,19,0.06499999999999773
1917,2019,15,marina_bay,giovinazzi,Italian,alfa,10,10,3,0,18,34,0,8,2.480000000000004,25,0.367999999999995
1915,2019,15,marina_bay,gasly,French,toro_rosso,11,8,65,0,6,51,0,6,2.4819999999999993,23,0.001999999999995339
1925,2019,15,marina_bay,raikkonen,Finnish,alfa,12,18,31,0,12,34,0,8,2.6410000000000053,39,0.15900000000000603
1924,2019,15,marina_bay,kevin_magnussen,Danish,haas,13,17,18,0,16,26,0,9,3.433000000000007,26,0.7920000000000016
